geometry,code
POINT (0.0007682369518825 0.0002482113972247),BaylorSCH0S-WasinkhyahTMP0S-469
POINT (0.0007682370058521 0.0002482108146832),BaylorSCH0S-WasinkhyahTMP0S-470
POINT (0.0007682365257774 0.0002482110205748),BaylorSCH0S-WasinkhyahTMP0S-471
POINT (0.000768237686558 0.0002482097574745),BaylorSCH0S-WasinkhyahTMP0S-472
POINT (0.000768237375958 0.000248209811265),BaylorSCH0S-WasinkhyahTMP0S-473
POINT (0.0007682358076007 0.0002482085952219),BaylorSCH0S-WasinkhyahTMP0S-474
POINT (0.0007682240365026 0.0002482247251157),BaylorSCH0SW-WasinkhyahTMP0SW-389
POINT (0.0007682270057507 0.0002482240499611),BaylorSCH0SW-WasinkhyahTMP0SW-390
POINT (0.0007682270781207 0.0002482236731681),BaylorSCH0SW-WasinkhyahTMP0SW-391
POINT (0.0007682288975317 0.0002482233410655),BaylorSCH0SW-WasinkhyahTMP0SW-392
POINT (0.0007682253886494 0.0002482233740045),BaylorSCH0SW-WasinkhyahTMP0SW-393
POINT (0.0007682392888849 0.0002482094861912),BaylorSCH0S-WasinkhyahTMP0S-475
POINT (0.0007682378224206 0.0002482072569055),BaylorSCH0S-WasinkhyahTMP0S-476
POINT (0.0007682389050301 0.0002482095494231),BaylorSCH0S-WasinkhyahTMP0S-477
POINT (0.0007682397697027 0.0002482090030994),BaylorSCH0S-WasinkhyahTMP0S-478
POINT (0.0007682489095236 0.0002482284592377),BaylorSCH0S-WasinkhyahTMP0S-479
POINT (0.0007682496484936 0.0002482280515042),BaylorSCH0S-WasinkhyahTMP0S-480
POINT (0.000768251964767 0.0002482275862352),BaylorSCH0SE-WasinkhyahTMP0SE-609
POINT (0.0007682535371792 0.0002482270825277),BaylorSCH0SE-WasinkhyahTMP0SE-610
POINT (0.0007682280680668 0.0002482177441738),BaylorSCH0SW-WasinkhyahTMP0SW-394
POINT (0.0007682290972476 0.0002482179719335),BaylorSCH0SW-WasinkhyahTMP0SW-395
POINT (0.0007682296073274 0.000248217267731),BaylorSCH0SW-WasinkhyahTMP0SW-396
POINT (0.0007682402667365 0.0002482077958947),BaylorSCH0S-WasinkhyahTMP0S-481
POINT (0.0007682396018549 0.0002482069130722),BaylorSCH0S-WasinkhyahTMP0S-482
POINT (0.0007682388707546 0.0002482066132626),BaylorSCH0S-WasinkhyahTMP0S-483
POINT (0.0007682391325004 0.0002482070534825),BaylorSCH0S-WasinkhyahTMP0S-484
POINT (0.0007682405322346 0.0002482061932555),BaylorSCH0S-WasinkhyahTMP0S-485
POINT (0.0007682368978824 0.0002482083584515),BaylorSCH0S-WasinkhyahTMP0S-486
POINT (0.0007682409135125 0.0002482081011709),BaylorSCH0S-WasinkhyahTMP0S-487
POINT (0.0007682291769825 0.0002482185197838),BaylorSCH0SW-WasinkhyahTMP0SW-397
POINT (0.000768229683235 0.0002482185779239),BaylorSCH0SW-WasinkhyahTMP0SW-398
POINT (0.0007682288744136 0.000248219747341),BaylorSCH0SW-WasinkhyahTMP0SW-399
POINT (0.0007682293207851 0.0002482196209136),BaylorSCH0SW-WasinkhyahTMP0SW-400
POINT (0.000768229682695 0.0002482194257233),BaylorSCH0SW-WasinkhyahTMP0SW-401
POINT (0.0007682281563745 0.0002482183539704),BaylorSCH0SW-WasinkhyahTMP0SW-402
POINT (0.0007682278129426 0.0002482192781606),BaylorSCH0SW-WasinkhyahTMP0SW-403
POINT (0.0007682276179842 0.0002482200093647),BaylorSCH0SW-WasinkhyahTMP0SW-404
POINT (0.000768224058734 0.0002482197995855),BaylorSCH0SW-WasinkhyahTMP0SW-405
POINT (0.0007682251019751 0.0002482201966696),BaylorSCH0SW-WasinkhyahTMP0SW-406
POINT (0.0007682245039196 0.0002482186478122),BaylorSCH0SW-WasinkhyahTMP0SW-407
POINT (0.0007682480339512 0.0002482148316929),BaylorSCH0S-WasinkhyahTMP0S-488
POINT (0.0007682477492537 0.0002482143306892),BaylorSCH0S-WasinkhyahTMP0S-489
POINT (0.0007682473477874 0.0002482135194637),BaylorSCH0S-WasinkhyahTMP0S-490
POINT (0.000768245781749 0.0002482137296281),BaylorSCH0S-WasinkhyahTMP0S-491
POINT (0.0007682424359361 0.0002482100126271),BaylorSCH0S-WasinkhyahTMP0S-492
POINT (0.0007682467427926 0.0002482150315606),BaylorSCH0S-WasinkhyahTMP0S-493
POINT (0.0007682481812218 0.000248213904129),BaylorSCH0S-WasinkhyahTMP0S-494
POINT (0.0007682412378444 0.0002482220366615),BaylorSCH0S-WasinkhyahTMP0S-495
POINT (0.0007682358919411 0.0002482250687009),BaylorSCH0SW-WasinkhyahTMP0SW-408
POINT (0.0007682781806745 0.0002482185426587),BaylorSCH0SE-WasinkhyahTMP0SE-611
POINT (0.0007682815015181 0.0002482182201298),BaylorSCH0SE-WasinkhyahTMP0SE-612
POINT (0.0007682813408511 0.0002482175575342),BaylorSCH0SE-WasinkhyahTMP0SE-613
POINT (0.0007682822056525 0.0002482184502844),BaylorSCH0SE-WasinkhyahTMP0SE-614
POINT (0.0007682827225179 0.000248219567887),BaylorSCH0SE-WasinkhyahTMP0SE-615
POINT (0.0007682804443308 0.0002482162055704),BaylorSCH0SE-WasinkhyahTMP0SE-616
POINT (0.0007682810402423 0.0002482182406477),BaylorSCH0SE-WasinkhyahTMP0SE-617
POINT (0.0007682804552567 0.0002482179868514),BaylorSCH0SE-WasinkhyahTMP0SE-618
POINT (0.0007682803569956 0.0002482186435464),BaylorSCH0SE-WasinkhyahTMP0SE-619
POINT (0.000768280465269 0.0002482194065786),BaylorSCH0SE-WasinkhyahTMP0SE-620
POINT (0.00076827982944 0.000248217826034),BaylorSCH0SE-WasinkhyahTMP0SE-621
POINT (0.0007682798957244 0.000248219073057),BaylorSCH0SE-WasinkhyahTMP0SE-622
POINT (0.0007682792429753 0.0002482202591771),BaylorSCH0SE-WasinkhyahTMP0SE-623
POINT (0.0007682798768985 0.0002482204639349),BaylorSCH0SE-WasinkhyahTMP0SE-624
POINT (0.0007682801896145 0.0002482207791715),BaylorSCH0SE-WasinkhyahTMP0SE-625
POINT (0.000768272332443 0.0002482110699899),BaylorSCH0SE-WasinkhyahTMP0SE-626
POINT (0.0007682711537877 0.0002482176914304),BaylorSCH0SE-WasinkhyahTMP0SE-627
POINT (0.0007682719125874 0.0002482203341302),BaylorSCH0SE-WasinkhyahTMP0SE-628
POINT (0.0007682692875648 0.0002482204507532),BaylorSCH0SE-WasinkhyahTMP0SE-629
POINT (0.0007682696964239 0.0002482258134077),BaylorSCH0SE-WasinkhyahTMP0SE-630
POINT (0.000768261588699 0.0002482250929554),BaylorSCH0SE-WasinkhyahTMP0SE-631
POINT (0.0007682664317954 0.0002482244170121),BaylorSCH0SE-WasinkhyahTMP0SE-632
POINT (0.0007682649161932 0.000248222217655),BaylorSCH0SE-WasinkhyahTMP0SE-633
POINT (0.0007682614977424 0.0002482234610787),BaylorSCH0SE-WasinkhyahTMP0SE-634
POINT (0.0007682390468068 0.0002482191034388),BaylorSCH0SW-WasinkhyahTMP0SW-409
POINT (0.0007682384476481 0.0002482166348679),BaylorSCH0SW-WasinkhyahTMP0SW-410
POINT (0.0007682387839576 0.0002482159363622),BaylorSCH0S-WasinkhyahTMP0S-496
POINT (0.0007682380286525 0.0002482172811599),BaylorSCH0SW-WasinkhyahTMP0SW-411
POINT (0.0007682381577254 0.0002482177921726),BaylorSCH0SW-WasinkhyahTMP0SW-412
POINT (0.0007682375296362 0.0002482174905571),BaylorSCH0SW-WasinkhyahTMP0SW-413
POINT (0.0007682373070926 0.0002482180572521),BaylorSCH0SW-WasinkhyahTMP0SW-414
POINT (0.0007682360948746 0.0002482176394363),BaylorSCH0SW-WasinkhyahTMP0SW-415
POINT (0.0007682365477113 0.0002482175286916),BaylorSCH0SW-WasinkhyahTMP0SW-416
POINT (0.0007682363544964 0.000248217123847),BaylorSCH0SW-WasinkhyahTMP0SW-417
POINT (0.0007682370427882 0.0002482193001296),BaylorSCH0SW-WasinkhyahTMP0SW-418
POINT (0.000768241896971 0.0002482157219615),BaylorSCH0S-WasinkhyahTMP0S-497
POINT (0.0007682405365596 0.00024821645541),BaylorSCH0S-WasinkhyahTMP0S-498
POINT (0.0007682395135264 0.0002482182338834),BaylorSCH0S-WasinkhyahTMP0S-499
POINT (0.000768241568162 0.0002482179436988),BaylorSCH0S-WasinkhyahTMP0S-500
POINT (0.0007682414686824 0.0002482199554903),BaylorSCH0S-WasinkhyahTMP0S-501
POINT (0.0007682787037587 0.0002482018538991),BaylorSCH0SE-WasinkhyahTMP0SE-635
POINT (0.0007682762396415 0.0002482014589442),BaylorSCH0SE-WasinkhyahTMP0SE-636
POINT (0.0007682768039141 0.0002482021378558),BaylorSCH0SE-WasinkhyahTMP0SE-637
POINT (0.0007682783374972 0.0002482009607398),BaylorSCH0SE-WasinkhyahTMP0SE-638
POINT (0.0007682763736211 0.0002481998934151),BaylorSCH0SE-WasinkhyahTMP0SE-639
POINT (0.0007682420781893 0.0002482255753508),BaylorSCH0SW-WasinkhyahTMP0SW-419
POINT (0.0007682417940021 0.0002482263403587),BaylorSCH0SW-WasinkhyahTMP0SW-420
POINT (0.0007682417345867 0.0002482252386761),BaylorSCH0SW-WasinkhyahTMP0SW-421
POINT (0.000768240864313 0.0002482254457187),BaylorSCH0SW-WasinkhyahTMP0SW-422
POINT (0.0007682400956075 0.0002482248903854),BaylorSCH0SW-WasinkhyahTMP0SW-423
POINT (0.0007682413291434 0.0002482249298267),BaylorSCH0SW-WasinkhyahTMP0SW-424
POINT (0.0007682410927425 0.0002482246290307),BaylorSCH0SW-WasinkhyahTMP0SW-425
POINT (0.0007682418082705 0.0002482246206163),BaylorSCH0SW-WasinkhyahTMP0SW-426
POINT (0.0007682404212468 0.0002482246711964),BaylorSCH0SW-WasinkhyahTMP0SW-427
POINT (0.0007682410136647 0.000248224202898),BaylorSCH0SW-WasinkhyahTMP0SW-428
POINT (0.0007682409710702 0.0002482238010102),BaylorSCH0SW-WasinkhyahTMP0SW-429
POINT (0.000768235575777 0.000248223354327),BaylorSCH0SW-WasinkhyahTMP0SW-430
POINT (0.0007682379066834 0.0002482260273957),BaylorSCH0SW-WasinkhyahTMP0SW-431
POINT (0.0007682374169915 0.000248224965359),BaylorSCH0SW-WasinkhyahTMP0SW-432
POINT (0.0007682366891951 0.0002482233219532),BaylorSCH0SW-WasinkhyahTMP0SW-433
POINT (0.0007682368927346 0.0002482227557442),BaylorSCH0SW-WasinkhyahTMP0SW-434
POINT (0.0007682365530393 0.0002482213356608),BaylorSCH0SW-WasinkhyahTMP0SW-435
POINT (0.000768235487424 0.0002482222178854),BaylorSCH0SW-WasinkhyahTMP0SW-436
POINT (0.0007682688396171 0.0002482243356509),BaylorSCH0SE-WasinkhyahTMP0SE-640
POINT (0.0007682644201887 0.0002482302313189),BaylorSCH0E-WasinkhyahTMP0E-250
POINT (0.0007682939938833 0.000248207882367),BaylorSCH0SE-WasinkhyahTMP0SE-641
POINT (0.0007682942140336 0.0002482068497048),BaylorSCH0SE-WasinkhyahTMP0SE-642
POINT (0.0007682938196434 0.0002482059123783),BaylorSCH0SE-WasinkhyahTMP0SE-643
POINT (0.0007682937048408 0.0002482048334133),BaylorSCH0SE-WasinkhyahTMP0SE-644
POINT (0.0007682926450127 0.0002482042053018),BaylorSCH0SE-WasinkhyahTMP0SE-645
POINT (0.0007682856156932 0.0002482002742057),BaylorSCH0SE-WasinkhyahTMP0SE-646
POINT (0.0007682860408213 0.0002482001915581),BaylorSCH0SE-WasinkhyahTMP0SE-647
POINT (0.0007682880081515 0.0002481999706702),BaylorSCH0SE-WasinkhyahTMP0SE-648
POINT (0.0007682909806767 0.0002481991761103),BaylorSCH0SE-WasinkhyahTMP0SE-649
POINT (0.0007682903544301 0.0002481993524323),BaylorSCH0SE-WasinkhyahTMP0SE-650
POINT (0.0007682873405225 0.0002482001162922),BaylorSCH0SE-WasinkhyahTMP0SE-651
POINT (0.0007682910834086 0.0002482036436007),BaylorSCH0SE-WasinkhyahTMP0SE-652
POINT (0.0007682900567439 0.0002482038615482),BaylorSCH0SE-WasinkhyahTMP0SE-653
POINT (0.000768280619363 0.0002481994346558),BaylorSCH0SE-WasinkhyahTMP0SE-654
POINT (0.0007682808066238 0.0002482003241685),BaylorSCH0SE-WasinkhyahTMP0SE-655
POINT (0.000768280230268 0.0002482004106543),BaylorSCH0SE-WasinkhyahTMP0SE-656
POINT (0.0007682822776212 0.0002482090139005),BaylorSCH0SE-WasinkhyahTMP0SE-657
POINT (0.0007682847608005 0.0002482050302005),BaylorSCH0SE-WasinkhyahTMP0SE-658
POINT (0.0007682838777728 0.0002482053374502),BaylorSCH0SE-WasinkhyahTMP0SE-659
POINT (0.0007682832774276 0.0002482052681081),BaylorSCH0SE-WasinkhyahTMP0SE-660
POINT (0.0007682834558646 0.0002482062424371),BaylorSCH0SE-WasinkhyahTMP0SE-661
POINT (0.0007682801104255 0.0002482063864083),BaylorSCH0SE-WasinkhyahTMP0SE-662
POINT (0.0007682808310019 0.0002482060218562),BaylorSCH0SE-WasinkhyahTMP0SE-663
POINT (0.0007682816689978 0.0002482057276143),BaylorSCH0SE-WasinkhyahTMP0SE-664
POINT (0.0007682843254552 0.0002482057407499),BaylorSCH0SE-WasinkhyahTMP0SE-665
POINT (0.0007682844427381 0.0002482061398504),BaylorSCH0SE-WasinkhyahTMP0SE-666
POINT (0.0007682849026755 0.000248205939077),BaylorSCH0SE-WasinkhyahTMP0SE-667
POINT (0.0007682852238482 0.0002482073592225),BaylorSCH0SE-WasinkhyahTMP0SE-668
POINT (0.0007682842010449 0.0002482077799858),BaylorSCH0SE-WasinkhyahTMP0SE-669
POINT (0.000768284379107 0.0002482066650935),BaylorSCH0SE-WasinkhyahTMP0SE-670
POINT (0.0007682791025557 0.0002482075885791),BaylorSCH0SE-WasinkhyahTMP0SE-671
POINT (0.0007682779357744 0.000248221924934),BaylorSCH0SE-WasinkhyahTMP0SE-672
POINT (0.0007682777609316 0.0002482228775434),BaylorSCH0SE-WasinkhyahTMP0SE-673
POINT (0.0007682782291477 0.0002482226388643),BaylorSCH0SE-WasinkhyahTMP0SE-674
POINT (0.0007682782946691 0.0002482219136527),BaylorSCH0SE-WasinkhyahTMP0SE-675
POINT (0.0007682755015806 0.0002482248559901),BaylorSCH0E-WasinkhyahTMP0E-251
POINT (0.0007682754763941 0.000248224365245),BaylorSCH0E-WasinkhyahTMP0E-252
POINT (0.0007682750786996 0.0002482239255947),BaylorSCH0SE-WasinkhyahTMP0SE-676
POINT (0.000768275458647 0.0002482229478236),BaylorSCH0SE-WasinkhyahTMP0SE-677
POINT (0.000768274024345 0.0002482219691035),BaylorSCH0SE-WasinkhyahTMP0SE-678
POINT (0.0007682770729439 0.0002482211968226),BaylorSCH0SE-WasinkhyahTMP0SE-679
POINT (0.000768276783702 0.0002482215913225),BaylorSCH0SE-WasinkhyahTMP0SE-680
POINT (0.0007682732427076 0.0002482232024328),BaylorSCH0SE-WasinkhyahTMP0SE-681
POINT (0.0007682751891288 0.0002482261329701),BaylorSCH0E-WasinkhyahTMP0E-253
POINT (0.0007682435554688 0.0002482245714834),BaylorSCH0S-WasinkhyahTMP0S-502
POINT (0.0007682429582726 0.0002482232195038),BaylorSCH0S-WasinkhyahTMP0S-503
POINT (0.0007682440036352 0.0002482226949366),BaylorSCH0S-WasinkhyahTMP0S-504
POINT (0.0007682428585931 0.0002482211089083),BaylorSCH0S-WasinkhyahTMP0S-505
POINT (0.0007682429073343 0.0002482214592701),BaylorSCH0S-WasinkhyahTMP0S-506
POINT (0.0007682443604996 0.0002482229887424),BaylorSCH0S-WasinkhyahTMP0S-507
POINT (0.0007682480816176 0.0002482223911128),BaylorSCH0S-WasinkhyahTMP0S-508
POINT (0.0007682473533657 0.000248222547214),BaylorSCH0S-WasinkhyahTMP0S-509
POINT (0.0007682429509026 0.0002482219834371),BaylorSCH0S-WasinkhyahTMP0S-510
POINT (0.0007682441538724 0.0002482221533727),BaylorSCH0S-WasinkhyahTMP0S-511
POINT (0.0007682466488679 0.0002482236541357),BaylorSCH0S-WasinkhyahTMP0S-512
POINT (0.0007682461610323 0.0002482238766366),BaylorSCH0S-WasinkhyahTMP0S-513
POINT (0.0007682457081132 0.0002482240038136),BaylorSCH0S-WasinkhyahTMP0S-514
POINT (0.0007682750018253 0.0002482081059445),BaylorSCH0SE-WasinkhyahTMP0SE-682
POINT (0.0007682750072956 0.0002482074555618),BaylorSCH0SE-WasinkhyahTMP0SE-683
POINT (0.0007682743780973 0.000248208250719),BaylorSCH0SE-WasinkhyahTMP0SE-684
POINT (0.0007682743433249 0.0002482077130587),BaylorSCH0SE-WasinkhyahTMP0SE-685
POINT (0.0007682741858308 0.0002482096521608),BaylorSCH0SE-WasinkhyahTMP0SE-686
POINT (0.000768278365459 0.0002482063444719),BaylorSCH0SE-WasinkhyahTMP0SE-687
POINT (0.0007682786162539 0.0002482069557963),BaylorSCH0SE-WasinkhyahTMP0SE-688
POINT (0.0007682545926195 0.0002482153368023),BaylorSCH0S-WasinkhyahTMP0S-515
POINT (0.0007682554985705 0.000248215606746),BaylorSCH0SE-WasinkhyahTMP0SE-689
POINT (0.0007682553885589 0.0002482152051975),BaylorSCH0SE-WasinkhyahTMP0SE-690
POINT (0.0007682575847267 0.000248213892843),BaylorSCH0SE-WasinkhyahTMP0SE-691
POINT (0.0007682586292006 0.0002482125358642),BaylorSCH0SE-WasinkhyahTMP0SE-692
POINT (0.0007682598745725 0.0002482112361248),BaylorSCH0SE-WasinkhyahTMP0SE-693
POINT (0.000768257159696 0.000248212095897),BaylorSCH0SE-WasinkhyahTMP0SE-694
POINT (0.000768257295223 0.0002482125060452),BaylorSCH0SE-WasinkhyahTMP0SE-695
POINT (0.000768258263205 0.0002482118397643),BaylorSCH0SE-WasinkhyahTMP0SE-696
POINT (0.0007682581827366 0.0002482110352196),BaylorSCH0SE-WasinkhyahTMP0SE-697
POINT (0.0007682576063077 0.0002482111649578),BaylorSCH0SE-WasinkhyahTMP0SE-698
POINT (0.0007682568170332 0.0002482114605025),BaylorSCH0S-WasinkhyahTMP0S-516
POINT (0.000768254993524 0.0002482115203186),BaylorSCH0S-WasinkhyahTMP0S-517
POINT (0.0007682551334053 0.0002482120449259),BaylorSCH0S-WasinkhyahTMP0S-518
POINT (0.0007682604469498 0.0002482125818264),BaylorSCH0SE-WasinkhyahTMP0SE-699
POINT (0.0007682549983835 0.0002482128985017),BaylorSCH0S-WasinkhyahTMP0S-519
POINT (0.0007682604962146 0.0002482133073729),BaylorSCH0SE-WasinkhyahTMP0SE-700
POINT (0.0007682598696018 0.0002482128763577),BaylorSCH0SE-WasinkhyahTMP0SE-701
POINT (0.0007682548562751 0.0002482139789988),BaylorSCH0S-WasinkhyahTMP0S-520
POINT (0.0007682529530829 0.0002482211389105),BaylorSCH0SE-WasinkhyahTMP0SE-702
POINT (0.0007682525444607 0.000248220361978),BaylorSCH0S-WasinkhyahTMP0S-521
POINT (0.0007682509306204 0.0002482206843149),BaylorSCH0S-WasinkhyahTMP0S-522
POINT (0.0007682540217402 0.0002482194847731),BaylorSCH0SE-WasinkhyahTMP0SE-703
POINT (0.0007682553012929 0.0002482199578675),BaylorSCH0SE-WasinkhyahTMP0SE-704
POINT (0.000768253395447 0.0002482199685616),BaylorSCH0SE-WasinkhyahTMP0SE-705
POINT (0.0007682535712351 0.0002482196249103),BaylorSCH0SE-WasinkhyahTMP0SE-706
POINT (0.0007682528144988 0.0002482200103452),BaylorSCH0S-WasinkhyahTMP0S-523
POINT (0.0007682532498141 0.0002482189263704),BaylorSCH0S-WasinkhyahTMP0S-524
POINT (0.0007682528648256 0.0002482192277253),BaylorSCH0S-WasinkhyahTMP0S-525
POINT (0.0007682524562881 0.0002482194130452),BaylorSCH0S-WasinkhyahTMP0S-526
POINT (0.0007682521159964 0.0002482196471519),BaylorSCH0S-WasinkhyahTMP0S-527
POINT (0.0007682517555998 0.0002482198341952),BaylorSCH0S-WasinkhyahTMP0S-528
POINT (0.0007682502981703 0.0002482200038906),BaylorSCH0S-WasinkhyahTMP0S-529
POINT (0.0007682500001912 0.0002482194533337),BaylorSCH0S-WasinkhyahTMP0S-530
POINT (0.0007682497373598 0.0002482190630317),BaylorSCH0S-WasinkhyahTMP0S-531
POINT (0.0007682494592197 0.0002482187087366),BaylorSCH0S-WasinkhyahTMP0S-532
POINT (0.0007682517689928 0.0002482189429455),BaylorSCH0S-WasinkhyahTMP0S-533
POINT (0.0007682512673646 0.000248218730314),BaylorSCH0S-WasinkhyahTMP0S-534
POINT (0.000768251215456 0.0002482192226227),BaylorSCH0S-WasinkhyahTMP0S-535
POINT (0.0007682520433565 0.0002482170588112),BaylorSCH0S-WasinkhyahTMP0S-536
POINT (0.000768251413166 0.0002482173584797),BaylorSCH0S-WasinkhyahTMP0S-537
POINT (0.0007682483155693 0.0002482170708318),BaylorSCH0S-WasinkhyahTMP0S-538
POINT (0.0007682487699389 0.0002482173997169),BaylorSCH0S-WasinkhyahTMP0S-539
POINT (0.0007682487050533 0.0002482178697385),BaylorSCH0S-WasinkhyahTMP0S-540
POINT (0.0007682510122216 0.0002482183230295),BaylorSCH0S-WasinkhyahTMP0S-541
POINT (0.0007682514552617 0.000248220110156),BaylorSCH0S-WasinkhyahTMP0S-542
POINT (0.0007682506406409 0.0002482207894951),BaylorSCH0S-WasinkhyahTMP0S-543
POINT (0.0007682543154893 0.000248220991697),BaylorSCH0SE-WasinkhyahTMP0SE-707
POINT (0.000768243218272 0.0002482237034554),BaylorSCH0S-WasinkhyahTMP0S-544
POINT (0.0007682433632255 0.0002482241296196),BaylorSCH0S-WasinkhyahTMP0S-545
POINT (0.0007682459688967 0.0002482259838626),BaylorSCH0S-WasinkhyahTMP0S-546
POINT (0.0007682452326234 0.0002482262019257),BaylorSCH0S-WasinkhyahTMP0S-547
POINT (0.0007682444409639 0.0002482246097257),BaylorSCH0S-WasinkhyahTMP0S-548
POINT (0.0007682472543877 0.000248224102377),BaylorSCH0S-WasinkhyahTMP0S-549
POINT (0.0007682471251132 0.0002482234677576),BaylorSCH0S-WasinkhyahTMP0S-550
POINT (0.0007682471221185 0.0002482231173195),BaylorSCH0S-WasinkhyahTMP0S-551
POINT (0.0007682481013933 0.000248223350673),BaylorSCH0S-WasinkhyahTMP0S-552
POINT (0.0007682478833884 0.0002482240222684),BaylorSCH0S-WasinkhyahTMP0S-553
POINT (0.000768247510633 0.0002482239703703),BaylorSCH0S-WasinkhyahTMP0S-554
POINT (0.000768247638248 0.0002482232556027),BaylorSCH0S-WasinkhyahTMP0S-555
POINT (0.000768248213209 0.0002482238912932),BaylorSCH0S-WasinkhyahTMP0S-556
POINT (0.0007682483735828 0.0002482230227879),BaylorSCH0S-WasinkhyahTMP0S-557
POINT (0.0007682425441968 0.0002482314338182),BaylorSCH0SW-WasinkhyahTMP0SW-437
POINT (0.0007682446869945 0.0002482316059391),BaylorSCH0SW-WasinkhyahTMP0SW-438
POINT (0.0007682444340211 0.0002482307307822),BaylorSCH0SW-WasinkhyahTMP0SW-439
POINT (0.0007682452274902 0.0002482276379573),BaylorSCH0S-WasinkhyahTMP0S-558
POINT (0.0007682425869926 0.0002482280887039),BaylorSCH0SW-WasinkhyahTMP0SW-440
POINT (0.0007682425322877 0.000248227755562),BaylorSCH0SW-WasinkhyahTMP0SW-441
POINT (0.0007682431453098 0.0002482299811436),BaylorSCH0SW-WasinkhyahTMP0SW-442
POINT (0.0007682464405269 0.0002482314152067),BaylorSCH0S-WasinkhyahTMP0S-559
POINT (0.0007682444842667 0.0002482297894778),BaylorSCH0S-WasinkhyahTMP0S-560
POINT (0.0007682475241351 0.0002482297499583),BaylorSCH0S-WasinkhyahTMP0S-561
POINT (0.0007682474093917 0.0002482307866464),BaylorSCH0S-WasinkhyahTMP0S-562
POINT (0.0007682554725418 0.000248223191109),BaylorSCH0SE-WasinkhyahTMP0SE-708
POINT (0.0007682572993498 0.0002482259324627),BaylorSCH0SE-WasinkhyahTMP0SE-709
POINT (0.0007682573059059 0.0002482255617624),BaylorSCH0SE-WasinkhyahTMP0SE-710
POINT (0.0007682569248127 0.0002482257809326),BaylorSCH0SE-WasinkhyahTMP0SE-711
POINT (0.0007682570722956 0.0002482250573233),BaylorSCH0SE-WasinkhyahTMP0SE-712
POINT (0.0007682563396111 0.0002482249993189),BaylorSCH0SE-WasinkhyahTMP0SE-713
POINT (0.000768257380541 0.0002482240500114),BaylorSCH0SE-WasinkhyahTMP0SE-714
POINT (0.000768258475887 0.0002482241626),BaylorSCH0SE-WasinkhyahTMP0SE-715
POINT (0.0007682589727149 0.0002482214550811),BaylorSCH0SE-WasinkhyahTMP0SE-716
POINT (0.0007682575410935 0.0002482209364598),BaylorSCH0SE-WasinkhyahTMP0SE-717
POINT (0.0007682576068841 0.0002482218623493),BaylorSCH0SE-WasinkhyahTMP0SE-718
POINT (0.0007682589943907 0.0002482235834102),BaylorSCH0SE-WasinkhyahTMP0SE-719
POINT (0.0007682577800732 0.000248224347391),BaylorSCH0SE-WasinkhyahTMP0SE-720
POINT (0.0007682585086227 0.0002482255735887),BaylorSCH0SE-WasinkhyahTMP0SE-721
POINT (0.0007682603334984 0.0002482216358125),BaylorSCH0SE-WasinkhyahTMP0SE-722
POINT (0.0007682600257333 0.0002482228162899),BaylorSCH0SE-WasinkhyahTMP0SE-723
POINT (0.0007682600143207 0.0002482232086631),BaylorSCH0SE-WasinkhyahTMP0SE-724
POINT (0.0007682720926175 0.0002482276940385),BaylorSCH0E-WasinkhyahTMP0E-254
POINT (0.0007682629840398 0.0002482220957073),BaylorSCH0SE-WasinkhyahTMP0SE-725
POINT (0.0007682510218163 0.0002482252546522),BaylorSCH0S-WasinkhyahTMP0S-563
POINT (0.0007682517100596 0.0002482242213877),BaylorSCH0SE-WasinkhyahTMP0SE-726
POINT (0.0007682509018086 0.0002482249450362),BaylorSCH0S-WasinkhyahTMP0S-564
POINT (0.0007682501010431 0.0002482254464425),BaylorSCH0S-WasinkhyahTMP0S-565
POINT (0.0007682517898758 0.0002482249061059),BaylorSCH0SE-WasinkhyahTMP0SE-727
POINT (0.0007682534552846 0.0002482248130295),BaylorSCH0SE-WasinkhyahTMP0SE-728
POINT (0.0007682537764028 0.0002482236512344),BaylorSCH0SE-WasinkhyahTMP0SE-729
POINT (0.0007682544279961 0.0002482235218301),BaylorSCH0SE-WasinkhyahTMP0SE-730
POINT (0.0007682541691984 0.0002482239666416),BaylorSCH0SE-WasinkhyahTMP0SE-731
POINT (0.0007682540871517 0.0002482246690571),BaylorSCH0SE-WasinkhyahTMP0SE-732
POINT (0.0007682544947281 0.0002482251973712),BaylorSCH0SE-WasinkhyahTMP0SE-733
POINT (0.0007682535567647 0.0002482263225484),BaylorSCH0SE-WasinkhyahTMP0SE-734
POINT (0.0007682526454078 0.0002482233645859),BaylorSCH0SE-WasinkhyahTMP0SE-735
POINT (0.0007682626709425 0.0002482207385793),BaylorSCH0SE-WasinkhyahTMP0SE-736
POINT (0.0007682438626995 0.0002482271082301),BaylorSCH0S-WasinkhyahTMP0S-566
POINT (0.0007682529456739 0.0002482247003332),BaylorSCH0SE-WasinkhyahTMP0SE-737
POINT (0.0007682514743409 0.0002482260243753),BaylorSCH0SE-WasinkhyahTMP0SE-738
POINT (0.0007682492503427 0.0002482258054719),BaylorSCH0S-WasinkhyahTMP0S-567
POINT (0.000768252793544 0.0002482239128573),BaylorSCH0SE-WasinkhyahTMP0SE-739
POINT (0.0007682527367002 0.0002482242274287),BaylorSCH0SE-WasinkhyahTMP0SE-740
POINT (0.000768254107705 0.0002482228542433),BaylorSCH0SE-WasinkhyahTMP0SE-741
